,question,ref_answer,pred_answer,bleu_score,train_data
962,What proposal did Drupada make to Yudhishthira regarding Krishna's marriage?,Drupada proposed that Yudhishthira could either marry Krishna himself with due rites or give her in marriage to any of his brothers that he preferred.,Drupada made Yudhishthira a proposal regarding Krishna's,{'google_bleu': 0.02040816326530612},True
963,What was Yudhishthira's response to Drupada's proposal?,"Yudhishthira stated that Krishna would be the common wife of all the Pandavas, as ordered by their mother, and they would each take her hand one after another before the fire.",Yudhishthira's response to Drupada's proposal was,{'google_bleu': 0.0},True
964,How did Drupada express his disagreement with Yudhishthira's proposal?,"Drupada argued that while one man can have many wives, it is unheard of for one woman to have many husbands, and he considered it a sinful act against usage and the Vedas.","Drupada expressed his disagreement with Yudhishthira's proposal,",{'google_bleu': 0.014492753623188406},True
965,How did Yudhishthira defend his proposal to Drupada?,Yudhishthira explained that morality is subtle and that they should follow the path trodden by illustrious ones of the past. He emphasized his commitment to truthfulness and righteousness and mentioned that their mother commanded it.,"Yudhishthira defended his proposal to Drupada by saying,",{'google_bleu': 0.028169014084507043},True
966,Why did the celestials approach Prajapati for relief?,The celestials approached Prajapati for relief because they were alarmed at the increase of human beings on Earth and sought his protection.,The celestials approached Prajapati for relief.,{'google_bleu': 0.22093023255813954},False
967,How did Prajapati respond to the concerns of the celestials?,Prajapati reassured the celestials by reminding them that they are immortal and should not be frightened by the increase of human beings.,Prajapati responded to the concerns of the celestials by stating that the cele,{'google_bleu': 0.11627906976744186},False
968,What did the celestials request Prajapati to do?,"The celestials requested Prajapati to distinguish them from human beings because the mortals had become immortal, causing the disappearance of distinction.",The celestials requested Prajapati to do something that would not be a part,{'google_bleu': 0.16279069767441862},True
969,How did Prajapati explain the current situation to the celestials?,"Prajapati informed the celestials that Yama, the son of Vivaswat, was engaged in a grand sacrifice, which temporarily suspended death for human beings. Once the sacrifice ended, Yama would resume his role, and men would start dying as before.",Prajapati explained that the current situation was not a matter of a single human being,{'google_bleu': 0.03932584269662921},True
970,How did Vyasa grant celestial sight to the king?,Vyasa granted celestial sight to the king through his ascetic power.,"Vyasa, by means of his ascetic power, granted celestial",{'google_bleu': 0.23809523809523808},True
971,How did the Pandavas appear when the king saw them with celestial sight?,"The Pandavas appeared with golden crowns, celestial garlands, radiant complexions, and celestial bodies resembling gods such as Indra.",The Pandavas appeared when the king saw them with celestial sight.,{'google_bleu': 0.10975609756097561},True
972,How did king Drupada react upon seeing the celestial forms of the Pandavas?,King Drupada was highly pleased and wondered at the manifestation of celestial power in the disguised Pandavas.,king Drupada was shocked to see the celestial forms of the Pandavas,{'google_bleu': 0.12121212121212122},True
973,How did the Rishi narrate the story of the maiden and her desire for a husband?,The Rishi narrated the story of a maiden who performed severe ascetic penances to please Lord Sankara (Mahadeva) and desired to obtain a husband possessed of every virtue.,The Rishi narrated the story of the maiden and her desire for a,{'google_bleu': 0.17796610169491525},True
974,What was the maiden's original desire regarding her husband?,The maiden initially desired to have a husband possessed of every accomplishment.,"The maiden's original desire was to marry her husband, but she was not able",{'google_bleu': 0.05555555555555555},False
975,How many husbands did the maiden ultimately receive as a boon?,The maiden ultimately received five husbands as a boon from Lord Sankara (Mahadeva).,"The maiden received a total of ten husbands, a total of ten",{'google_bleu': 0.10344827586206896},True
976,Who suggested the auspicious day for Yudhishthira's wedding?,"Vyasa, the illustrious sage, suggested the auspicious day for Yudhishthira's wedding.",The illustrious Vyasa suggested the auspicious day for Yu,{'google_bleu': 0.32},True
977,Who made preparations for the wedding and brought out Krishna?,"King Yajnasena, the father of Krishna, made preparations for the wedding and brought out Krishna, his daughter.",The illustrious Vyasa made preparations for the wedding and brought,{'google_bleu': 0.28205128205128205},True
978,Who witnessed the wedding of Yudhishthira and Krishna?,"Friends, relatives of the king, ministers of state, Brahmanas, and citizens were among those who witnessed the wedding of Yudhishthira and Krishna.","Yudhishthira and Krishna were married on the day of the moon, and",{'google_bleu': 0.13725490196078433},True
979,Who united Yudhishthira and Krishna in marriage?,"Dhaumya, the priest who was well-conversant with the Vedas, united Yudhishthira and Krishna in marriage.",Yudhishthira and Krishna united in marriage.,{'google_bleu': 0.19696969696969696},False
980,What extraordinary thing did the celestial Rishi tell the speaker about the marriages?,The celestial Rishi told the speaker that the princess Draupadi regained her virginity every day after a previous marriage.,The celestial Rishi told the speaker that the marriages were a sign of the,{'google_bleu': 0.36486486486486486},True
981,What gifts did King Drupada give to the Pandavas after the weddings?,"King Drupada gave the Pandavas one hundred cars with golden standards, one hundred elephants with auspicious marks, one hundred female servants, along with much wealth, costly robes, and ornaments of great splendour.",King Drupada gave the Pandavas gifts of a sacrificial heart,{'google_bleu': 0.10273972602739725},True
982,Where did the sons of Pandu pass their days after the wedding?,"The sons of Pandu passed their days in joy and happiness, like so many Indras, in the capital of the king of the Panchalas.",The sons of Pandu passed their days after the wedding to the illustrious,{'google_bleu': 0.23529411764705882},True
983,How did Dhritarashtra react upon learning about Draupadi's swayamvara?,Dhritarashtra became filled with joy upon learning that Draupadi had been won by the Pandavas and that the sons of Dhritarashtra had returned to Hastinapura in shame.,"Dhritarashtra, the son of Vichitravirya, was filled with",{'google_bleu': 0.05660377358490566},True
984,Whom did Dhritarashtra mistake Draupadi to have chosen as her husband?,"Dhritarashtra, due to his blindness and ignorance, mistakenly believed that Draupadi had chosen his eldest son Duryodhana as her husband.",Dhritarashtra mistakenly chose Draupadi as her husband because he,{'google_bleu': 0.10465116279069768},True
985,Who informed Dhritarashtra about Draupadi's true choice of husbands?,"Vidura informed Dhritarashtra that Draupadi had chosen the Pandavas as her husbands, and that they were alive, at peace, and well-received by King Drupada.",Dhritarashtra informed Vidura that Draupadi's true choice of husband,{'google_bleu': 0.03773584905660377},True
